"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"25.07.2022","100,68","100,70","101,13","98,75","13,41M","0,07%"
"22.07.2022","100,61","104,31","104,70","99,68","18,82M","-4,30%"
"21.07.2022","105,13","104,06","106,61","103,68","17,60M","1,13%"
"20.07.2022","103,96","106,24","107,16","102,85","21,78M","-0,75%"
"19.07.2022","104,75","103,97","104,82","101,53","19,51M","1,56%"
"18.07.2022","103,14","105,88","106,96","102,95","20,43M","0,68%"
"15.07.2022","102,44","103,49","103,64","97,84","33,57M","-1,27%"
"14.07.2022","103,76","107,80","108,54","100,71","34,92M","-4,89%"
"13.07.2022","109,10","106,84","110,64","106,75","16,79M","-0,10%"
"12.07.2022","109,21","110,86","111,00","107,06","22,06M","-0,33%"
"11.07.2022","109,57","115,46","115,58","109,33","31,04M","-9,37%"
"08.07.2022","120,90","122,26","125,84","120,70","27,22M","-1,22%"
"07.07.2022","122,39","120,63","125,00","120,63","24,14M","2,75%"
"06.07.2022","119,12","118,93","120,00","115,51","19,76M","-0,84%"
"05.07.2022","120,13","114,51","120,53","112,14","20,17M","3,56%"
"01.07.2022","116,00","113,63","116,63","112,92","16,68M","2,04%"
"30.06.2022","113,68","113,77","114,60","111,38","13,54M","-2,03%"
"29.06.2022","116,03","115,81","117,09","113,71","13,73M","-0,63%"
"28.06.2022","116,76","118,98","120,93","116,51","18,56M","-1,66%"
"27.06.2022","118,73","119,97","121,38","117,88","21,51M","0,94%"
"24.06.2022","117,62","115,30","118,09","114,30","27,03M","4,91%"
"23.06.2022","112,11","109,96","113,09","108,08","33,12M","6,62%"
"22.06.2022","105,15","104,23","107,10","103,08","23,93M","-1,17%"
"21.06.2022","106,39","105,96","107,06","103,87","33,81M","4,06%"
"17.06.2022","102,24","112,54","112,75","101,33","73,02M","0,78%"
"16.06.2022","101,45","102,79","104,91","100,51","21,97M","-6,09%"
"15.06.2022","108,03","106,81","108,63","104,38","23,88M","2,66%"
"14.06.2022","105,23","101,99","106,07","100,83","28,19M","6,81%"
"13.06.2022","98,52","103,61","104,53","97,58","33,29M","-10,31%"
"10.06.2022","109,84","113,66","114,82","108,24","49,90M","-0,05%"
"09.06.2022","109,90","115,00","118,22","109,44","72,48M","-8,13%"
"08.06.2022","119,62","108,26","121,06","107,81","92,34M","14,67%"
"07.06.2022","104,32","99,99","104,46","99,42","35,89M","5,36%"
"06.06.2022","99,01","99,64","102,42","97,92","37,29M","6,22%"
"03.06.2022","93,21","95,15","96,00","93,02","15,86M","-4,40%"
"02.06.2022","97,50","93,67","97,63","93,40","21,66M","4,41%"
"01.06.2022","93,38","95,90","96,93","91,88","23,45M","-2,78%"
"31.05.2022","96,05","98,33","99,32","95,45","33,79M","2,83%"
"27.05.2022","93,41","92,21","94,50","90,37","26,72M","-1,13%"
"26.05.2022","94,48","87,30","95,09","86,73","50,83M","14,79%"
"25.05.2022","82,31","83,72","84,07","81,07","22,86M","-0,19%"
"24.05.2022","82,47","84,99","85,12","81,54","15,11M","-5,46%"
"23.05.2022","87,23","87,06","87,42","84,76","13,67M","0,51%"
"20.05.2022","86,79","88,70","90,17","84,73","21,02M","-1,03%"
"19.05.2022","87,69","86,18","90,09","85,74","20,78M","0,44%"
"18.05.2022","87,31","90,00","91,64","87,00","18,90M","-5,09%"
"17.05.2022","91,99","92,75","94,48","89,54","27,04M","6,37%"
"16.05.2022","86,48","87,70","89,08","86,34","19,57M","-1,72%"
"13.05.2022","87,99","82,10","88,30","82,10","20,08M","8,51%"
"12.05.2022","81,09","80,68","83,12","78,01","23,67M","-0,78%"
"11.05.2022","81,73","85,51","87,52","81,47","24,45M","-3,36%"
"10.05.2022","84,57","88,64","88,64","83,51","23,24M","-0,32%"
"09.05.2022","84,84","86,96","88,60","84,43","23,34M","-5,79%"
"06.05.2022","90,05","93,36","93,86","88,71","18,57M","-4,85%"
"05.05.2022","94,64","97,94","98,47","94,05","18,67M","-6,68%"
"04.05.2022","101,41","97,72","101,57","96,61","17,62M","1,03%"
"03.05.2022","100,38","99,65","102,60","99,46","15,01M","-0,82%"
"02.05.2022","101,21","96,31","101,31","95,22","25,03M","4,24%"
"29.04.2022","97,09","101,53","103,52","96,66","44,93M","6,80%"
"28.04.2022","90,91","88,62","90,98","86,94","17,71M","2,93%"
"27.04.2022","88,32","85,32","89,41","84,78","29,35M","5,16%"
"26.04.2022","83,99","85,87","86,24","83,28","20,97M","-2,16%"
"25.04.2022","85,84","82,70","86,17","81,80","24,38M","-0,75%"
"22.04.2022","86,49","86,50","90,68","86,31","25,13M","0,58%"
"21.04.2022","85,99","89,55","90,01","85,40","25,56M","-3,83%"
"20.04.2022","89,41","93,48","93,70","89,27","20,81M","-4,37%"
"19.04.2022","93,50","92,29","93,95","90,95","23,76M","-1,28%"
"18.04.2022","94,71","93,77","95,28","91,82","19,08M","-0,82%"
"14.04.2022","95,49","97,29","99,27","95,31","20,93M","-4,54%"
"13.04.2022","100,03","99,24","101,35","98,21","17,86M","0,28%"
"12.04.2022","99,75","101,18","102,33","99,39","23,13M","-1,77%"
"11.04.2022","101,55","101,09","103,92","99,16","22,93M","-1,91%"
"08.04.2022","103,53","104,48","106,47","103,33","20,81M","-0,71%"
"07.04.2022","104,27","106,68","107,53","102,61","26,38M","-3,17%"
"06.04.2022","107,68","109,24","109,47","106,12","23,74M","-2,99%"
"05.04.2022","111,00","115,00","115,00","110,23","33,87M","-5,53%"
"04.04.2022","117,50","115,70","118,22","113,38","38,49M","6,62%"
"01.04.2022","110,20","117,62","118,95","109,75","55,87M","1,29%"
"31.03.2022","108,80","115,03","115,09","108,71","30,37M","-6,67%"
"30.03.2022","116,58","115,54","120,10","115,54","28,25M","-0,11%"
"29.03.2022","116,71","118,36","119,60","115,74","27,94M","1,41%"
"28.03.2022","115,09","113,86","116,23","111,92","30,03M","1,86%"
"25.03.2022","112,99","110,53","113,86","109,40","42,40M","-1,88%"
"24.03.2022","115,15","112,86","116,50","110,82","55,26M","-1,78%"
"23.03.2022","117,24","115,70","124,11","112,68","79,00M","1,96%"
"22.03.2022","114,99","114,01","118,24","112,37","87,37M","11,00%"
"21.03.2022","103,59","102,81","105,68","98,70","58,64M","-4,35%"
"18.03.2022","108,30","100,50","111,74","99,60","83,78M","7,90%"
"17.03.2022","100,37","99,14","101,89","95,77","79,90M","-4,39%"
"16.03.2022","104,98","92,00","105,74","87,12","156,75M","36,76%"
"15.03.2022","76,76","75,10","80,14","73,28","85,29M","-1,29%"
"14.03.2022","77,76","80,70","82,45","77,08","69,69M","-10,32%"
"11.03.2022","86,71","93,40","93,88","86,68","39,34M","-6,68%"
"10.03.2022","92,92","95,19","95,70","90,82","37,52M","-7,94%"
"09.03.2022","100,93","100,26","100,97","98,32","18,95M","3,52%"
"08.03.2022","97,50","99,32","100,91","95,57","21,50M","-1,18%"
"07.03.2022","98,66","99,56","103,36","98,60","20,33M","-1,93%"
"04.03.2022","100,60","100,29","104,39","99,33","24,59M","-1,42%"
"03.03.2022","102,05","106,03","106,63","101,07","21,41M","-3,20%"
"02.03.2022","105,42","107,39","107,39","103,24","19,17M","-1,56%"
"01.03.2022","107,09","105,85","111,25","105,85","21,14M","1,81%"
"28.02.2022","105,19","105,97","107,49","103,64","21,54M","-2,55%"
"25.02.2022","107,94","107,89","108,55","104,00","21,43M","-0,91%"
"24.02.2022","108,93","100,07","108,95","100,02","33,72M","-0,72%"
"23.02.2022","109,72","115,10","115,40","109,60","23,93M","-2,84%"
"22.02.2022","112,93","114,00","114,85","112,06","21,24M","-5,09%"
"18.02.2022","118,99","120,88","120,88","117,20","21,20M","-4,37%"
"17.02.2022","124,43","125,00","129,40","124,06","15,86M","-0,90%"
"16.02.2022","125,56","125,61","127,58","124,51","16,84M","-0,54%"
"15.02.2022","126,24","123,77","126,81","123,38","13,40M","3,54%"
"14.02.2022","121,92","120,56","122,38","119,37","13,10M","-0,27%"
"11.02.2022","122,25","125,33","126,72","121,94","13,89M","-1,40%"
"10.02.2022","123,98","124,11","128,34","123,40","14,80M","-1,99%"
"09.02.2022","126,50","123,09","126,80","121,94","18,16M","3,77%"
"08.02.2022","121,90","118,16","122,24","116,80","22,34M","6,17%"
"07.02.2022","114,82","116,10","116,55","113,60","27,69M","-6,05%"
"04.02.2022","122,22","121,27","123,94","119,66","13,54M","-1,01%"
"03.02.2022","123,47","121,55","125,27","120,73","15,05M","0,48%"
"02.02.2022","122,88","127,63","127,63","121,17","12,66M","-3,41%"
"01.02.2022","127,22","124,81","128,00","122,97","13,78M","1,14%"
"31.01.2022","125,79","118,17","125,87","117,50","20,20M","9,16%"
"28.01.2022","115,23","113,25","115,32","110,06","18,89M","3,08%"
"27.01.2022","111,79","113,11","114,54","110,27","21,27M","-1,39%"
"26.01.2022","113,37","120,93","120,93","112,96","27,22M","-4,84%"
"25.01.2022","119,14","119,91","122,46","118,04","21,95M","-1,02%"
"24.01.2022","120,37","119,32","120,78","115,32","27,41M","-2,32%"
"21.01.2022","123,23","128,23","128,96","122,52","26,34M","-5,95%"
"20.01.2022","131,03","135,77","136,75","130,68","28,24M","2,58%"
"19.01.2022","127,74","128,10","130,86","127,13","14,60M","-0,67%"
"18.01.2022","128,60","126,27","132,13","124,82","23,35M","-2,26%"
"14.01.2022","131,57","132,81","134,36","129,35","18,61M","0,15%"
"13.01.2022","131,37","135,20","135,92","131,30","19,34M","-4,40%"
"12.01.2022","137,41","136,02","138,70","135,59","25,70M","3,95%"
"11.01.2022","132,19","129,21","134,23","127,47","23,07M","3,03%"
"10.01.2022","128,30","131,99","132,60","126,23","21,74M","-1,16%"
"07.01.2022","129,81","130,24","133,88","128,18","38,11M","2,51%"
"06.01.2022","126,63","124,26","128,40","123,46","31,12M","4,51%"
"05.01.2022","121,16","118,00","126,62","117,70","35,24M","1,34%"
"04.01.2022","119,56","119,53","120,87","115,77","20,03M","-0,68%"
"03.01.2022","120,38","119,38","121,95","115,82","16,44M","1,34%"
"31.12.2021","118,79","121,23","122,91","118,59","24,29M","-3,41%"
"30.12.2021","122,99","112,63","124,30","112,30","45,13M","9,72%"
"29.12.2021","112,09","113,80","114,20","110,38","20,92M","-2,36%"
"28.12.2021","114,80","116,26","116,42","114,47","16,73M","-1,54%"
"27.12.2021","116,59","117,80","121,80","116,10","17,59M","-1,74%"
"23.12.2021","118,66","116,80","119,59","115,39","17,56M","0,72%"
"22.12.2021","117,81","117,09","118,66","115,15","24,38M","-4,20%"
"21.12.2021","122,98","116,85","122,98","116,60","17,69M","6,94%"
"20.12.2021","115,00","118,50","118,83","113,69","23,52M","-5,81%"
"17.12.2021","122,10","119,49","122,87","117,81","19,78M","1,54%"
"16.12.2021","120,25","122,32","125,69","118,90","20,20M","-1,81%"
"15.12.2021","122,47","122,63","123,59","117,77","24,19M","-3,25%"
"14.12.2021","126,58","120,93","127,65","120,30","17,14M","3,55%"
"13.12.2021","122,24","123,00","123,25","119,75","15,08M","-2,25%"
"10.12.2021","125,06","123,22","125,21","122,78","15,01M","0,93%"
"09.12.2021","123,91","124,63","127,76","123,21","19,68M","-0,94%"
"08.12.2021","125,08","123,21","126,97","121,32","21,86M","-0,37%"
"07.12.2021","125,54","129,30","129,45","123,46","38,42M","1,57%"
"06.12.2021","123,60","113,64","123,82","113,43","41,80M","10,40%"
"03.12.2021","111,96","118,00","118,19","108,70","70,27M","-8,23%"
"02.12.2021","122,00","123,02","125,00","119,34","32,20M","-0,40%"
"01.12.2021","122,49","128,37","129,15","121,90","29,07M","-3,95%"
"30.11.2021","127,53","129,90","131,32","126,13","32,19M","-3,10%"
"29.11.2021","131,61","134,25","134,55","130,55","18,58M","-1,30%"
"26.11.2021","133,35","132,93","133,98","131,22","14,80M","-2,32%"
"24.11.2021","136,52","133,10","136,76","131,22","20,01M","2,14%"
"23.11.2021","133,66","136,03","136,85","133,31","23,98M","-2,17%"
"22.11.2021","136,62","139,90","140,70","135,21","26,02M","-2,65%"
"19.11.2021","140,34","143,04","145,06","140,00","28,58M","-2,27%"
"18.11.2021","143,60","146,91","148,50","141,89","61,57M","-11,13%"
"17.11.2021","161,58","168,02","168,30","161,13","17,79M","-4,07%"
"16.11.2021","168,43","168,60","169,94","166,67","11,75M","1,13%"
"15.11.2021","166,54","167,22","168,46","165,67","9,57M","-0,16%"
"12.11.2021","166,81","165,17","167,80","163,40","13,74M","-0,62%"
"11.11.2021","167,85","166,56","169,63","166,56","16,66M","2,37%"
"10.11.2021","163,97","163,68","166,48","161,82","17,11M","2,36%"
"09.11.2021","160,19","162,16","164,48","159,54","13,92M","-1,21%"
"08.11.2021","162,16","161,76","162,16","159,48","15,32M","2,16%"
"05.11.2021","158,73","164,79","164,79","158,30","22,10M","-3,68%"
"04.11.2021","164,79","169,28","169,94","164,50","16,11M","-0,87%"
"03.11.2021","166,24","165,36","166,65","163,11","13,36M","2,05%"
"02.11.2021","162,90","167,10","167,10","162,76","18,75M","-4,27%"
"01.11.2021","170,17","165,84","171,90","165,80","17,46M","3,17%"
"29.10.2021","164,94","167,07","168,56","162,72","17,16M","-2,86%"
"28.10.2021","169,79","168,49","170,35","166,77","12,20M","0,33%"
"27.10.2021","169,23","167,53","172,45","167,34","11,59M","-0,45%"
"26.10.2021","169,99","174,48","174,90","167,48","17,46M","-3,51%"
"25.10.2021","176,17","177,86","178,28","173,83","13,03M","-0,86%"
"22.10.2021","177,70","179,08","182,09","175,81","20,81M","0,16%"
"21.10.2021","177,42","177,00","179,78","176,71","13,23M","0,14%"
"20.10.2021","177,18","180,95","182,09","176,13","33,51M","0,10%"
"19.10.2021","177,00","170,60","177,44","170,45","33,02M","6,10%"
"18.10.2021","166,82","166,58","169,25","166,58","18,70M","-0,70%"
"15.10.2021","168,00","166,99","169,80","165,43","20,76M","0,73%"
"14.10.2021","166,78","168,26","168,99","164,46","17,32M","-0,37%"
"13.10.2021","167,40","164,38","168,26","163,60","18,60M","2,70%"
"12.10.2021","163,00","163,82","165,73","162,24","22,26M","-0,58%"
"11.10.2021","163,95","169,61","169,80","163,95","41,83M","1,50%"
"08.10.2021","161,52","159,86","162,78","157,91","33,50M","3,54%"
"07.10.2021","156,00","151,05","158,29","150,75","45,81M","8,26%"
"06.10.2021","144,10","140,56","144,89","139,96","14,69M","0,67%"
"05.10.2021","143,14","139,38","143,83","139,19","14,03M","2,51%"
"04.10.2021","139,63","141,70","141,90","138,43","23,82M","-3,17%"
"01.10.2021","144,20","147,09","148,45","143,34","20,21M","-2,60%"
"30.09.2021","148,05","147,03","149,58","146,86","14,14M","0,32%"
"29.09.2021","147,58","150,46","152,10","147,48","17,08M","-3,16%"
"28.09.2021","152,39","152,16","153,73","148,86","26,14M","1,47%"
"27.09.2021","150,18","144,92","150,99","144,44","23,84M","3,52%"
"24.09.2021","145,08","147,71","148,00","144,57","32,07M","-4,04%"
"23.09.2021","151,19","152,58","152,68","149,61","24,63M","-0,46%"
"22.09.2021","151,89","151,47","154,00","151,02","19,44M","1,14%"
"21.09.2021","150,18","151,58","152,58","149,57","19,38M","-0,86%"
"20.09.2021","151,49","154,40","155,14","149,09","34,95M","-5,35%"
"17.09.2021","160,05","158,48","160,38","158,09","25,54M","2,43%"
"16.09.2021","156,26","154,92","157,64","153,67","24,30M","-1,01%"
"15.09.2021","157,86","157,95","158,03","153,92","31,66M","-1,43%"
"14.09.2021","160,15","162,86","163,07","159,48","20,54M","-3,18%"
"13.09.2021","165,41","164,49","166,86","163,02","15,39M","-1,60%"
"10.09.2021","168,10","171,20","171,64","167,61","15,06M","0,47%"
"09.09.2021","167,32","167,30","169,04","165,58","17,18M","-1,99%"
"08.09.2021","170,71","174,25","174,37","169,26","18,89M","-2,54%"
"07.09.2021","175,16","174,15","176,84","173,37","23,82M","2,85%"
"03.09.2021","170,30","169,52","172,06","168,88","16,44M","-0,99%"
"02.09.2021","172,00","178,01","178,18","171,67","29,24M","-0,74%"
"01.09.2021","173,28","169,56","174,79","169,33","29,43M","3,77%"
"31.08.2021","166,99","167,70","169,00","166,14","24,52M","2,90%"
"30.08.2021","162,29","160,17","163,29","158,23","23,69M","1,77%"
"27.08.2021","159,47","159,99","161,77","158,55","31,72M","-3,49%"
"26.08.2021","165,24","167,46","168,45","164,82","18,68M","-2,28%"
"25.08.2021","169,10","168,70","169,61","166,08","25,92M","-1,51%"
"24.08.2021","171,70","169,04","174,15","168,16","62,45M","6,61%"
"23.08.2021","161,06","159,28","161,47","152,80","88,15M","1,96%"
"20.08.2021","157,96","164,12","166,93","155,50","75,95M","-1,61%"
"19.08.2021","160,55","166,70","167,26","159,51","61,97M","-6,85%"
"18.08.2021","172,35","174,10","175,36","172,11","30,91M","-0,79%"
"17.08.2021","173,73","175,92","177,89","173,15","38,41M","-4,91%"
"16.08.2021","182,71","185,00","186,26","181,51","20,99M","-3,13%"
"13.08.2021","188,62","188,61","189,26","186,71","15,38M","-1,59%"
"12.08.2021","191,66","191,17","192,98","189,68","12,79M","-1,64%"
"11.08.2021","194,86","196,60","196,92","194,73","8,95M","-0,44%"
"10.08.2021","195,73","196,94","198,44","195,10","9,98M","0,25%"
"09.08.2021","195,25","194,91","195,40","192,84","14,66M","-0,58%"
"06.08.2021","196,39","199,25","199,32","195,68","11,97M","-1,45%"
"05.08.2021","199,28","198,80","200,29","197,72","9,88M","-0,71%"
"04.08.2021","200,71","197,48","203,28","197,48","22,33M","1,69%"
"03.08.2021","197,38","195,00","197,38","192,00","20,12M","-1,35%"
"02.08.2021","200,09","196,25","202,03","196,25","17,89M","2,51%"
"30.07.2021","195,19","190,58","196,04","190,49","17,25M","-1,19%"
"29.07.2021","197,54","200,93","201,12","194,98","23,36M","0,78%"
"28.07.2021","196,01","190,10","197,89","189,86","34,54M","5,34%"
"27.07.2021","186,07","184,20","186,83","179,71","59,27M","-2,97%"
"26.07.2021","191,76","198,51","198,54","190,89","55,74M","-7,15%"
"23.07.2021","206,53","206,29","206,89","203,56","25,54M","-3,51%"
